# Goxel 0.14.0
# One line per voxel
# X Y Z RRGGBB
-7 -1 7 ffffff
-5 -1 7 9badb7
-4 -1 7 ffffff
-3 -1 7 ffffff
-2 -1 7 ffffff
-1 -1 7 ffffff
-7 -4 8 ffffff
-6 -4 8 ffffff
-5 -4 8 ffffff
-4 -4 8 ffffff
-3 -4 8 ffffff
-2 -4 8 ffffff
-1 -4 8 ffffff
-7 -3 8 ffffff
-7 -4 9 ffffff
-7 -3 9 ffffff
-7 -4 10 ffffff
-7 -3 10 ffffff
-7 -4 11 ffffff
-7 -3 11 ffffff
-7 -4 12 ffffff
-7 -3 12 ffffff
-7 -4 13 ffffff
-7 -3 13 ffffff
-7 -4 14 ffffff
-7 -3 14 ffffff
-5 -3 14 ffffff
-4 -3 14 ffffff
-1 -3 14 ffffff
-7 -4 15 ffffff
-7 -3 15 ffffff
-5 -3 15 9badb7
-4 -3 15 696a6a
-1 -3 15 9badb7
5 -4 6 ffffff
5 -3 6 ffffff
5 -2 6 ffffff
5 -1 6 ffffff
4 -4 7 ffffff
5 -4 7 ffffff
6 -4 7 ffffff
0 -3 7 000000
1 -3 7 ffffff
2 -3 7 ffffff
3 -3 7 ffffff
4 -3 7 696a6a
6 -3 7 ffffff
0 -2 7 ffffff
1 -2 7 ffffff
2 -2 7 ffffff
3 -2 7 ffffff
4 -2 7 696a6a
6 -2 7 ffffff
0 -1 7 ffffff
1 -1 7 ffffff
2 -1 7 ffffff
3 -1 7 ffffff
4 -1 7 696a6a
6 -1 7 ffffff
0 -4 8 ffffff
1 -4 8 ffffff
2 -4 8 ffffff
3 -4 8 ffffff
4 -4 8 ffffff
5 -4 8 ffffff
6 -4 8 ffffff
6 -3 8 ffffff
6 -4 9 ffffff
6 -3 9 ffffff
6 -4 10 ffffff
6 -3 10 ffffff
6 -4 11 ffffff
6 -3 11 ffffff
6 -4 12 ffffff
6 -3 12 ffffff
6 -4 13 ffffff
6 -3 13 ffffff
6 -4 14 ffffff
0 -3 14 ffffff
3 -3 14 ffffff
4 -3 14 ffffff
6 -3 14 ffffff
6 -4 15 ffffff
0 -3 15 696a6a
3 -3 15 9badb7
4 -3 15 696a6a
6 -3 15 ffffff
-7 0 6 ffffff
-6 0 6 ffffff
-5 0 6 ffffff
-4 0 6 ffffff
-3 0 6 ffffff
-2 0 6 ffffff
-1 0 6 ffffff
-7 0 7 ffffff
-6 0 7 ffffff
-5 0 7 ffffff
-4 0 7 ffffff
-3 0 7 ffffff
-2 0 7 ffffff
-1 0 7 ffffff
0 0 6 ffffff
1 0 6 ffffff
2 0 6 ffffff
3 0 6 ffffff
4 0 6 ffffff
5 0 6 ffffff
6 0 6 ffffff
0 0 7 ffffff
1 0 7 ffffff
2 0 7 ffffff
3 0 7 ffffff
4 0 7 ffffff
5 0 7 ffffff
6 0 7 ffffff
-7 -4 32 ffffff
-7 -3 32 ffffff
-7 -4 33 ffffff
-7 -3 33 ffffff
-7 -4 34 ffffff
-7 -3 34 ffffff
-7 -4 35 ffffff
-7 -3 35 ffffff
-7 -4 36 ffffff
-7 -3 36 ffffff
-7 -4 37 ffffff
-7 -3 37 ffffff
-7 -4 38 ffffff
-7 -3 38 ffffff
-6 -3 38 ffffff
-5 -3 38 ffffff
-4 -3 38 ffffff
-3 -3 38 ffffff
-2 -3 38 ffffff
-7 -4 39 ffffff
-6 -4 39 ffffff
-5 -4 39 ffffff
-4 -4 39 ffffff
-3 -4 39 ffffff
-2 -4 39 ffffff
-1 -4 39 ffffff
-7 -3 39 ffffff
-6 -3 39 ffffff
-5 -3 39 ffffff
-4 -3 39 ffffff
-3 -3 39 ffffff
-2 -3 39 696a6a
-7 -4 40 ffffff
-6 -4 40 ffffff
-5 -4 40 ffffff
-4 -4 40 ffffff
-3 -4 40 ffffff
-2 -4 40 ffffff
-1 -4 40 ffffff
-7 -3 40 ffffff
6 -4 32 ffffff
6 -3 32 ffffff
6 -4 33 ffffff
6 -3 33 ffffff
6 -4 34 ffffff
6 -3 34 ffffff
6 -4 35 ffffff
6 -3 35 ffffff
6 -4 36 ffffff
6 -3 36 ffffff
6 -4 37 ffffff
6 -3 37 ffffff
6 -4 38 ffffff
1 -3 38 ffffff
2 -3 38 ffffff
3 -3 38 ffffff
4 -3 38 ffffff
5 -3 38 ffffff
6 -3 38 ffffff
0 -4 39 ffffff
1 -4 39 ffffff
2 -4 39 ffffff
3 -4 39 ffffff
4 -4 39 ffffff
5 -4 39 ffffff
6 -4 39 ffffff
1 -3 39 9badb7
2 -3 39 ffffff
3 -3 39 ffffff
4 -3 39 ffffff
5 -3 39 ffffff
6 -3 39 ffffff
0 -4 40 ffffff
1 -4 40 ffffff
2 -4 40 ffffff
3 -4 40 ffffff
4 -4 40 ffffff
5 -4 40 ffffff
6 -4 40 ffffff
5 -3 40 8a6f30
6 -3 40 ffffff
