# Goxel 0.14.0
# One line per voxel
# X Y Z RRGGBB
-7 -5 1 ffffff
-11 -4 1 ffffff
-7 -4 1 ffffff
-11 -3 1 ffffff
-7 -3 1 ffffff
-11 -2 1 ffffff
-7 -2 1 ffffff
-11 -1 1 ffffff
-7 -1 1 ffffff
-11 0 0 ffffff
-10 0 0 ffffff
-9 0 0 ffffff
-8 0 0 ffffff
-7 0 0 ffffff
-11 1 0 ffffff
-10 1 0 ffffff
-9 1 0 ffffff
-8 1 0 ffffff
-7 1 0 ffffff
-11 2 0 ffffff
-10 2 0 ffffff
-9 2 0 ffffff
-8 2 0 ffffff
-7 2 0 ffffff
-6 2 0 ffffff
-5 2 0 ffffff
-4 2 0 ffffff
-3 2 0 ffffff
-2 2 0 ffffff
-1 2 0 ffffff
-11 3 0 ffffff
-10 3 0 ffffff
-9 3 0 ffffff
-8 3 0 ffffff
-7 3 0 ffffff
-6 3 0 ffffff
-5 3 0 ffffff
-4 3 0 ffffff
-3 3 0 ffffff
-2 3 0 ffffff
-1 3 0 ffffff
-11 4 0 ffffff
-10 4 0 ffffff
-9 4 0 ffffff
-8 4 0 ffffff
-7 4 0 ffffff
-6 4 0 ffffff
-5 4 0 ffffff
-4 4 0 ffffff
-3 4 0 ffffff
-2 4 0 ffffff
-1 4 0 ffffff
-11 5 0 ffffff
-10 5 0 ffffff
-9 5 0 ffffff
-8 5 0 ffffff
-7 5 0 ffffff
-6 5 0 ffffff
-5 5 0 ffffff
-4 5 0 ffffff
-3 5 0 ffffff
-2 5 0 ffffff
-1 5 0 ffffff
-11 6 0 ffffff
-10 6 0 ffffff
-9 6 0 ffffff
-8 6 0 ffffff
-7 6 0 ffffff
-6 6 0 ffffff
-5 6 0 ffffff
-4 6 0 ffffff
-3 6 0 ffffff
-2 6 0 ffffff
-1 6 0 ffffff
-11 0 1 ffffff
-7 0 1 ffffff
-11 1 1 ffffff
-7 1 1 ffffff
-11 2 1 ffffff
-7 2 1 ffffff
-6 2 1 ffffff
-5 2 1 ffffff
-4 2 1 ffffff
-3 2 1 ffffff
-2 2 1 ffffff
-1 2 1 ffffff
-11 3 1 ffffff
-11 4 1 ffffff
-11 5 1 ffffff
-11 6 1 ffffff
-10 6 1 ffffff
-9 6 1 ffffff
-8 6 1 ffffff
-7 6 1 ffffff
-6 6 1 ffffff
-5 6 1 ffffff
-4 6 1 ffffff
-3 6 1 ffffff
-2 6 1 ffffff
-1 6 1 ffffff
