# Goxel 0.14.0
# One line per voxel
# X Y Z RRGGBB
3 4 1 847e87
4 4 1 847e87
5 4 1 847e87
6 4 1 847e87
7 4 1 ffffff
7 5 1 ffffff
7 6 1 ffffff
7 7 1 ffffff
0 8 1 ffffff
1 8 1 ffffff
2 8 1 ffffff
3 8 1 ffffff
4 8 1 ffffff
5 8 1 ffffff
6 8 1 ffffff
7 8 1 ffffff
7 2 2 ffffff
0 3 2 847e87
1 3 2 847e87
2 3 2 847e87
3 3 2 847e87
4 3 2 847e87
5 3 2 847e87
6 3 2 847e87
7 3 2 ffffff
7 4 2 847e87
1 0 3 ffffff
2 0 3 ffffff
3 0 3 000000
4 0 3 ffffff
5 0 3 ffffff
1 1 3 ffffff
2 1 3 ffffff
3 1 3 ffffff
4 1 3 ffffff
5 1 3 ffffff
7 1 3 ffffff
0 2 3 847e87
1 2 3 847e87
2 2 3 847e87
3 2 3 847e87
4 2 3 847e87
5 2 3 847e87
6 2 3 847e87
7 2 3 ffffff
7 3 3 847e87
1 0 4 ffffff
5 0 4 ffffff
7 0 4 ffffff
0 1 4 847e87
1 1 4 847e87
5 1 4 847e87
6 1 4 847e87
7 1 4 ffffff
7 2 4 847e87
0 0 5 847e87
1 0 5 847e87
5 0 5 847e87
6 0 5 847e87
7 0 5 ffffff
7 1 5 847e87
7 0 6 847e87
